epoch,accuracy,loss,val_accuracy,val_loss
0,0.58272505,0.6705560908990474,0.56585366,0.652035117149353
1,0.64111924,0.6286472531710808,0.82439023,0.5850726195744106
2,0.7141119,0.5807760456472708,0.80487806,0.5328640682356698
3,0.743309,0.5240404655173457,0.58536583,0.7427995119776044
4,0.75790757,0.5064120797345238,0.6682927,0.5739657708576748
